points,title,description,taster_name,taster_twitter_handle,taster_photo,price,designation,variety,region_1,region_2,province,country,winery
91,Bouchié-Chatellier 2016 Premier Millésimé  (Pouilly-Fumé),"This is called “premier” because the grapes in this wine were the first to ripen in 2016. It has a perfumed character with good acidity to balance the tangy, herbal fruits. The texture and the fruit are now fully integrated and this wine is ready to drink. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,38,Premier Millésimé,Sauvignon Blanc,Pouilly-Fumé,,Loire Valley,France,Bouchié-Chatellier
91,Brandlin 2013 Henry's Keep Proprietary Red (Mount Veeder),"From the proprietor's mountain estate, this combines 73% Cabernet Sauvignon with 14% Malbec, 7% Petit Verdot and 6% Cabernet Franc. Together, they mingle in a planky, oak-driven midpalate of compost, cedar and blackberry, with swathes of dark chocolate running through. ",Virginie Boone,@vboone,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Virgine_Boone_300x450.jpg,115,Henry's Keep Proprietary,Bordeaux-style Red Blend,Mount Veeder,Napa,California,US,Brandlin
91,Briceland 2017 Phelps Vineyard Chardonnay (Humboldt County),"Rather reserved in style, this wine from remote Humboldt County on the Pacific Coast offers mild fruity, savory aromas, a good broad mouthfeel and flavors that blend pear and apple with more mineral and flinty accents. It's not overtly oaky but interesting and subtle. ",Jim Gordon,@gordone_cellars,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Jim_Gordon_BillReitzel_300x450.jpg,25,Phelps Vineyard,Chardonnay,Humboldt County,North Coast,California,US,Briceland
91,Bruno Paillard NV Première Cuvée Extra Brut  (Champagne),"A selection from 35 Champagne vineyards, this nonvintage cuvée is ripe and mature, with a great balance between fruit and secondary flavors. It shows a fine poise and is ready to drink. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,50,Première Cuvée Extra Brut,Champagne Blend,Champagne,,Champagne,France,Bruno Paillard
91,Cálem 2016 Vintage  (Port),"Jammy and luscious, this ripe wine's tannins are embraced by the rich texture. Its structure and big blackberry flavors are already well integrated giving a wine that has both great fruit and a backup of tannins. Drink from 2026. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,67,Vintage,Port,,,Port,Portugal,Cálem
91,Cascina Bruciata 2013 Rio Sordo Riserva  (Barbaresco),"Aromas of red berry, underbrush and tobacco lift out of the glass. On the structured palate, firm acidity balances red cherry, cinnamon, vanilla and a sprinkling of nutmeg while fine-grained tannins leave a polished mouthfeel. Drink 2022–2029. ",Kerin O’Keefe,@kerinokeefe,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/kerin_O_Keefe_300x450.jpg,70,Rio Sordo Riserva,Nebbiolo,Barbaresco,,Piedmont,Italy,Cascina Bruciata
91,Cellers Baronia del Montsant 2010 Clos d'Englora AV15 Red (Montsant),"Rich aromas of coffee, mocha, tobacco and formerly ripe but now dried berry fruits are highly appealing and shout quality. A rushing palate is full of acidity and unresolved tannins, while vanilla notes soften core cherry and plum flavors. A racy, amped finish suggests that this still has some years to go; drink through 2022. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,30,Clos d'Englora AV15,Red Blends,Montsant,,Catalonia,Spain,Cellers Baronia del Montsant
91,Clos La Chance 2016 Reserve Chardonnay (Monterey County),"Rounded aromas of honeysuckle, lemonade, tangerine rind and gardenia make for a nose that's both broad and sharp on his wine. The palate is crisp and tight with citrus, but also shows Pink Lady apple, ripe pear, white peach and a pinch of salt. ",Matt Kettmann,@mattkettmann,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Matt_Kettman_300x450.jpg,32,Reserve,Chardonnay,Monterey County,Central Coast,California,US,Clos La Chance
91,Davey Family 2013 D Block Reserve Shiraz (McLaren Vale),"Showing signs of age in all the best ways, this wine displays heady aromas of chocolate, mint, plum, dried oregano, black olive and cedar. Warming woody notes are particularly prominent on the palate and an earthy, herbal backbone is supported by ultrafine tannins. Drink now–2023. ",Christina Pickard,@ckpickard,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Christina_Pickard_300x450.jpg,50,D Block Reserve,Shiraz,McLaren Vale,,South Australia,Australia,Davey Family
85,The Archivist 2017 Rosé (Lodi),"This light-bodied wine has a vivid light ruby color, plenty of ripe and fresh strawberry and cherry candy flavors and a soft, almost sweet balance. ",Jim Gordon,@gordone_cellars,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Jim_Gordon_BillReitzel_300x450.jpg,18,,Rosé,Lodi,Central Valley,California,US,The Archivist
85,Treleaven 2016 Estate Bottled Semi-Dry Riesling (Cayuga Lake),"A straightforward nose of citrus and orchard fruit carries to the delicately semidry palate. It's light in feel, with quiet impressions of apple, lemon and stone. ",Alexander Peartree,@apatrone23,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Alex_Peartree_300x450.jpg,16,Estate Bottled Semi-Dry,Riesling,Cayuga Lake,Finger Lakes,New York,US,Treleaven
85,Trus 2016 Roble  (Ribera del Duero),"Band-Aid and latex aromas are big parts of a jumbled nose. In the mouth, this is basic, with sappy acidity and chewy thickness. Meaty plum and cherry flavors are oaky and a touch green, while this is generic on the finish. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,16,Roble,Tinto Fino,Ribera del Duero,,Northern Spain,Spain,Trus
85,Vallobera 2015 Familia San Pedro Crianza  (Rioja),"Oak-blanketed plum aromas are barely up to the heavy clove and rubber notes that are out front. A choppy, tannic palate qualifies as rough, while this tastes more of oak, clove and spice than vivid fruit. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,11,Familia San Pedro Crianza,Tempranillo,Rioja,,Northern Spain,Spain,Vallobera
85,Woop Woop 2016 Shiraz (South Australia),"This wine shows notes of sour red fruit and peppery spice. The palate is medium to full-bodied, with tart acidity and drying tannins. ",Christina Pickard,@ckpickard,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Christina_Pickard_300x450.jpg,14,,Shiraz,South Australia,,South Australia,Australia,Woop Woop
85,Xavier Frissant 2017 Sauvignon Blanc Sauvignon Blanc (Touraine),"A grassy wine with green fruits and gooseberry flavors, this is light and bright. It has instant freshness and is ready to drink. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,30,Sauvignon Blanc,Sauvignon Blanc,Touraine,,Loire Valley,France,Xavier Frissant
85,Yellow Tail NV Bubbles Sparkling (Australia),"A rather basic, fruity sparkler, this exhibits a ripe apple note, a creamy texture and some residual sugar. ",Christina Pickard,@ckpickard,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Christina_Pickard_300x450.jpg,10,Bubbles,Sparkling Blend,Australia,,Australia Other,Australia,Yellow Tail
84,Avancia 2016 Cuvée de O Mencía (Valdeorras),"Furry, fluffy aromas of cotton candy and berry jam announce a wiry wine with hard tannins. Grapy plum and sour berry flavors are gamy as a whole. This Mencía remains challenging, hard-edged and not fully satisfying through the finish. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,18,Cuvée de O,Mencía,Valdeorras,,Northern Spain,Spain,Avancia
84,Bodegas Lacort 2014 Crianza  (Rioja),"Cherry and hand-soap aromas barely make the grade. This feels raw and lean. Cranberry and plum-skin flavors finish herbal, spicy and not really ripe. This is a highly snappy Crianza without much flare. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,17,Crianza,Tempranillo Blend,Rioja,,Northern Spain,Spain,Bodegas Lacort
84,Bougrier 2017 Pure Loire  (Rosé d'Anjou),The candy-pink color is a precursor to the sweetness of this wine. Strawberries are cut with squeezed-lemon flavors. The wine is bright and ready to drink. ,Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,15,Pure Loire,Rosé,Rosé d'Anjou,,Loire Valley,France,Bougrier
84,Burgo Viejo 2016  Rioja,"Stewy tomato and raisin aromas open this Garnacha. A plump sappy palate is jammy as a whole, while this tastes of cooked plum and canned tomatoes. A finish without much depth or length closes out this marginal wine. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,15,,Garnacha,Rioja,,Northern Spain,Spain,Burgo Viejo
84,Buttonwood Grove 2017 Gewürztraminer (Finger Lakes),"Quiet aromas of canned lychee, potpourri and pollen ride under a sheen of corn syrup on the nose. Medium in weight, with a slightly oily feel, this offers light fruit flavors pepped up by disjointed, tart acidity. ",Alexander Peartree,@apatrone23,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Alex_Peartree_300x450.jpg,17,,Gewürztraminer,Finger Lakes,Finger Lakes,New York,US,Buttonwood Grove
84,Dante Robere NV Two Cellar Rats V Red (California),"Charred oak and wood smoke aromas make this full-bodied wine a two-note song. It tastes as toasted and oaky as it smells, not letting much fruit flavor show through. ",Jim Gordon,@gordone_cellars,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Jim_Gordon_BillReitzel_300x450.jpg,30,Two Cellar Rats V,Red Blends,California,California Other,California,US,Dante Robere
84,Luigi Bosca 2016 La Linda Malbec (Luján de Cuyo),"Berry and plum aromas are woolly and far from fresh. In the mouth, this passable Malbec is wiry and sharp, with tangy acidity. Savory, saucy plum flavors finish salty and leafy. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,12,La Linda,Malbec,Luján de Cuyo,,Mendoza Province,Argentina,Luigi Bosca
84,Pierre Chainier 2017 Les Parcelles Marc Dupas  (Muscadet Sèvre et Maine),"This light, gently peppery wine has crisp citrus fruits and a bright, floral character. It is fresh and ready to drink. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,12,Les Parcelles Marc Dupas,Melon de Bourgogne,Muscadet Sèvre et Maine,,Loire Valley,France,Pierre Chainier
84,Sagelands 2017 Rosé (Columbia Valley (WA)),A darker medium peach/salmon color that doesn't draw the eye. Aromas of strawberry and herb lead to dry fruit flavors. It doesn't all sync up. ,Sean P. Sullivan,@wawinereport,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Sean_Sullivan_300x450.jpg,11,,Rosé,Columbia Valley (WA),Columbia Valley,Washington,US,Sagelands
84,Sepal Estate 2017 Soft Red (California),"This is a light and lightly sweet wine that looks like a dark rosé, smells very fruity and tastes like cherry juice. It is simple and soft: something to please people who don't like dry wines. ",Jim Gordon,@gordone_cellars,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Jim_Gordon_BillReitzel_300x450.jpg,13,Soft,Red Blends,California,California Other,California,US,Sepal Estate
84,Septima 2016 Malbec (Mendoza),"Heavy oak aromas are chemical at first, then more civil and familiar after airing. A jammy, pulpy palate holds plum and saucy berry flavors. On the finish, this Malbec is savory tasting and lacking in fruit. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,14,,Malbec,Mendoza,,Mendoza Province,Argentina,Septima
84,Trivento 2015 Golden Reserve Cabernet Sauvignon (Uco Valley),"Spicy, minty, borderline herbaceous berry aromas are covered in oak, while this is pulling on the palate, with tomato-like acidity. Herbal, slightly salty and baked berry flavors are spicy in front of a soft, short finish. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,21,Golden Reserve,Cabernet Sauvignon,Uco Valley,,Mendoza Province,Argentina,Trivento
84,Aveleda NV Casal Garcia Rosé Sparkling (Vinho Verde),"Soft, sweet and fruity, this is an appealing wine because it has enough crisp acidity as well. It is bright and fruity and, of course, ready to drink. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,12,Casal Garcia Rosé,Sparkling Blend,,,Vinho Verde,Portugal,Aveleda
87,Besserat de Bellefon NV Cuvée des Moines Brut Rosé  (Champagne),"Ripe and fruity, this wine also has a tight texture that adds pleasure as well as complexity. It is full of red berry flavors that contrast with the tangy, mineral character that makes this style of wine so good with food. Drink now. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,65,Cuvée des Moines Brut Rosé,Champagne Blend,Champagne,,Champagne,France,Besserat de Bellefon
87,Bougrier 2017 Alain de la Treille Cabernet Franc  (Chinon),"Ripe and packed with red-berry flavors, this lightly perfumed wine is made to drink young. The smoky, stalky character should soften over the next few months, but enjoy the wine now for its juicy fruit. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,19,Alain de la Treille Cabernet Franc,Cabernet Franc,Chinon,,Loire Valley,France,Bougrier
87,Campos Family Vineyards 2016 Estate Petite Sirah (Contra Costa County),"Relatively light and easy-drinking for the varietal, this wine is not too dark in color, has friendly berry and plum flavors and medium body. Some tannin does come through in the texture but the wine stays smooth. ",Jim Gordon,@gordone_cellars,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Jim_Gordon_BillReitzel_300x450.jpg,34,Estate,Petite Sirah,Contra Costa County,Central Coast,California,US,Campos Family Vineyards
87,Cellers Unió 2016 Perlat Garnatxa (Montsant),"Ripe berry and plum aromas are thick and a bit strained. On the palate, this Grenache is tannic and rubbery in feel. Baked berry and raisin flavors show a chocolaty richness on the finish. Overall, this is mostly good but a little lacking in top-to-bottom balance. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,15,Perlat,Garnatxa,Montsant,,Catalonia,Spain,Cellers Unió
87,Chanoine NV Cuvée Rosé Brut  (Champagne),"This soft rosé is full of strawberry flavors and attractive acidity. It is fruity, with a ripe character that gives this Champagne a gentle aftertaste. Drink now. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,35,Cuvée Rosé Brut,Champagne Blend,Champagne,,Champagne,France,Chanoine
87,Cinnabar 2016 Chardonnay (Monterey),"Roasted pear, light banana and baked-earth aromas show on the nose of this bottling. Muddled flavors of pome fruit, lemon peel and melon arise on the palate, which is a touch flat in texture. ",Matt Kettmann,@mattkettmann,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Matt_Kettman_300x450.jpg,22,,Chardonnay,Monterey,Central Coast,California,US,Cinnabar
87,Claude Baron NV Cuvée Perle Rosé Brut  (Champagne),"This attractive, crisp wine is full of perfumed, fresh fruits and tangy acidity. It is lively, with a dry character that keeps the fruitiness right up front. Drink now. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,60,Cuvée Perle Rosé Brut,Champagne Blend,Champagne,,Champagne,France,Claude Baron
